Address,City,County Name,Healthcare Personnel Influenza Vaccination\x0;,Hospital Name,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Provider Number,State,ZIP Code,% Patients discharged on multiple antipsychotic medications with appropriate justification\x0;,% Post discharge continuing care plan created,% Post discharge continuing care plan transmitted to next level of careprovider upon discharge,Number of Records,Physical-restraint use\x0;ratio (hrs),Post-discharge care,Seclusion ratio (hrs)
900 E OAK HILL AVE,KNOXVILLE,Knox,63,PHYSICIANS REGIONAL MEDICAL CENTER,51.49%,440120,TN,37917,,0.9558,0.9533,1,0,Lowest,7.36
301 TYSON AVE,PARIS,Henry,96,HENRY COUNTY MEDICAL CENTER,55.74%,440132,TN,38242,,0.9929,0.9822,1,0,Lowest,0
1559 SPARTA ST,MCMINNVILLE,Warren,Not Available,ST THOMAS RIVER PARK HOSPITAL,Not Available,440151,TN,37110,,0.4189,0.3108,1,0,Lowest,0
2333 MCCALLIE AVE,CHATTANOOGA,Hamilton,64,PARKRIDGE MEDICAL CENTER,44.93%,440156,TN,37404,,0.9184,0.9079,1,0.04,Lowest,0.05
3000 GETWELL RD,MEMPHIS,Shelby,91,DELTA MEDICAL CENTER,36.45%,440159,TN,38118,98.13,0.8661,0.863,1,0.06,Lowest,0.01
2300 PATTERSON ST,NASHVILLE,Davidson,83,TRISTAR CENTENNIAL MEDICAL CENTER,47.10%,440161,TN,37203,93.75,0.9458,0.9419,1,0,Lowest,0.05
9352 PARK WEST BLVD,KNOXVILLE,Knox,84,PARKWEST MEDICAL CENTER,64.52%,440173,TN,37923,52.17,0.9895,0.8067,1,0,Lowest,0
5959 PARK AVE,MEMPHIS,Shelby,88,ST FRANCIS HOSPITAL,56.52%,440183,TN,38119,43.75,0.3333,0.141,1,0.17,Lowest,0
315 OAK ST,LIVINGSTON,Overton,84,LIVINGSTON REGIONAL HOSPITAL,60.61%,440187,TN,38570,,0.9947,0.9737,1,0,Lowest,0.06
401 SEWELL DR,SPARTA,White,100,SAINT THOMAS HIGHLANDS HOSPITAL,38.24%,440192,TN,38583,,0.988,0.9639,1,0,Lowest,0
1411 W BADDOUR PKWY,LEBANON,Wilson,73,TENNOVA HEALTHCARE-LEBANON,59.84%,440193,TN,37087,,0.8938,0.854,1,0.06,Lowest,0.74
324 DOOLITTLE RD,WOODBURY,Cannon,97,STONES RIVER HOSPITAL,Not Available,440200,TN,37190,,0.9249,0.9014,1,0.06,Lowest,0
1009 NORTH THOMPSON LANE,MURFREESBORO,Rutherford,91,TRUSTPOINT HOSPITAL,48.29%,440231,TN,37129,,0.7219,0.6336,1,0.12,Lowest,0.47
158 HOSPITAL DR,CARTHAGE,Smith,100,RIVERVIEW REGIONAL MEDICAL CENTER,Not Available,441307,TN,37030,,0.9901,0.9901,1,0,Lowest,0
100 OLD JEFFERSON ST,CELINA,Clay,82,CUMBERLAND RIVER HOSPITAL,Not Available,441319,TN,38551,,1,0.9222,1,0,Lowest,0
100 MOCCASIN BEND ROAD,CHATTANOOGA,Hamilton,Not Available,MOCCASSIN BEND MENTAL HEALTH INSTITUTE,48.95%,444002,TN,37405,,0.9622,0.8919,1,0.26,Lowest,0.07
240 W TYRONE RD,OAK RIDGE,Anderson,66,RIDGEVIEW PSYCHIATRIC HOSPITAL AND CENTER,74.65%,444003,TN,37830,72,1,0.9952,1,0.02,Lowest,0.06
2911 BRUNSWICK RD,MEMPHIS,Shelby,56,LAKESIDE BEHAVIORAL HEALTH SYSTEM,42.27%,444004,TN,38133,,0.9551,0.9522,1,0.04,Lowest,0.07
458 HANNINGS LN,MARTIN,Weakley,18,BEHAVIORAL HEALTHCARE CENTER AT MARTIN,Not Available,444005,TN,38237,,1,1,1,0,Lowest,0
2014 QUAIL HOLLOW CIRCLE,FRANKLIN,Williamson,64,ROLLING HILLS PSYCHIATRIC HOSPITAL,61.67%,444007,TN,37067,90.91,0.998,0.9531,1,0.02,Lowest,0
11100 HIGHWAY 64,BOLIVAR,Hardeman,89,WESTERN MENTAL HEALTH INSTITUTE,44.44%,444008,TN,38008,,0.9826,0.9699,1,1.39,Lowest,0.34
238 SUMMAR DR,JACKSON,Madison,71,"PATHWAYS OF TENNESSEE, INC",58.62%,444010,TN,38301,,1,0.8359,1,0,Lowest,0
221 STEWARTS FERRY PIKE,NASHVILLE,Davidson,56,MIDDLE TN MENTAL HEALTH INSTITUTE,43.56%,444014,TN,37214,,0.9714,0.9659,1,0.34,Lowest,0.41
930 PROFESSIONAL PARK DRIVE,CLARKSVILLE,Montgomery,28,BEHAVIORAL HEALTHCARE CENTER AT CLARKSVILLE,Not Available,444019,TN,37040,,1,1,1,2.12,Lowest,0
1400 ROSEWOOD DRIVE,COLUMBIA,Maury,45,BEHAVIORAL HEALTHCARE CENTER AT COLUMBIA,81.58%,444021,TN,38401,,0.9745,0.9709,1,0.01,Lowest,0
1 MEDICAL CENTER BLVD 5 WEST,COOKEVILLE,Putnam,85,TEN BROECK TENNESSEE,57.62%,444022,TN,38501,,0.9862,0.9377,1,0,Lowest,0.2
49 OLD HICKORY BLVD,JACKSON,Madison,Not Available,OAK HILLS BEHAVIORAL CENTER,Not Available,444023,TN,38305,,0.6667,0.6364,1,0,Lowest,0
1505 N SECOND STREET,MEMPHIS,Shelby,Not Available,"BEHAVIORAL HEALTHCARE CENTER AT MEMPHIS, INC",Not Available,444024,TN,38107,,,,1,,Lowest,
2001 NORTH OREGON ST.,EL PASO,El Paso,90,THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,Not Available,450002,TX,79902,,0.9917,0.9833,1,0,Lowest,0
5200 HARRY HINES BLVD,DALLAS,Dallas,76,DALLAS COUNTY HOSPITAL DISTRICT,52.38%,450015,TX,75235,80,0.967,0.9613,1,0.47,Lowest,0.52
1040 WEST JEFFERSON STREET,BROWNSVILLE,Cameron,93,VALLEY BAPTIST MEDICAL CENTER - BROWNSVILLE,59.18%,450028,TX,78520,59.09,0.8967,0.8848,1,0.03,Lowest,0.12
1401 ST. JOSEPH PARKWAY,HOUSTON,Harris,68,ST JOSEPH MEDICAL CENTER,49.35%,450035,TX,77002,22.13,0.8965,0.6732,1,0,Lowest,0.04
1500 S MAIN ST,FORT WORTH,Tarrant,85,JPS HEALTH NETWORK,54.97%,450039,TX,76104,87.5,0.9989,0.9932,1,0.02,Lowest,0.14
3615 19TH STREET,LUBBOCK,Lubbock,100,COVENANT MEDICAL CENTER,48.89%,450040,TX,79410,,0.6201,0.1115,1,0.11,Lowest,0.32
6901 MEDICAL PARKWAY,WACO,McLennan,76,PROVIDENCE HEALTH CENTER,54.82%,450042,TX,76712,,1,0.6667,1,0,Lowest,0
2606 HOSPITAL BOULEVARD,CORPUS CHRISTI,Nueces,99,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,31.11%,450046,TX,78405,,0.774,0.7146,1,0.01,Lowest,0.34
2401 S  31ST ST,TEMPLE,Bell,100,SCOTT & WHITE MEDICAL CENTER - TEMPLE,72.80%,450054,TX,76508,,0.9118,0.8816,1,0.31,Lowest,0.32
111 DALLAS STREET,SAN ANTONIO,Bexar,78,BAPTIST MEDICAL CENTER,55.38%,450058,TX,78205,,0.9768,0.9517,1,0,Lowest,0
800 W RANDOL MILL RD,ARLINGTON,Tarrant,93,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,Not Available,450064,TX,76012,0,0.3889,0.3248,1,0.01,Lowest,0.01
2001 N JEFFERSON,MOUNT PLEASANT,Titus,46,TITUS REGIONAL MEDICAL CENTER,Not Available,450080,TX,75455,,0.9748,0.9748,1,0,Lowest,0
4401 BOOTH CALLOWAY ROAD,NORTH RICHLAND HILLS,Tarrant,100,NORTH HILLS HOSPITAL,Not Available,450087,TX,76180,,0.9519,0.9423,1,0,Lowest,0
4000 SPENCER HWY,PASADENA,Harris,86,BAYSHORE MEDICAL CENTER,52.46%,450097,TX,77504,82.61,0.9844,0.9844,1,0.01,Lowest,0.03
1 MEDICAL PLAZA,PAMPA,Gray,100,PAMPA REGIONAL MEDICAL CENTER,66.67%,450099,TX,79065,,0.9905,0.9619,1,0,Lowest,0
1102 W TRENTON ROAD,EDINBURG,Hidalgo,98,SOUTH TEXAS HEALTH SYSTEM,49.23%,450119,TX,78539,,0.9743,0.8851,1,0.02,Lowest,0.05
414 NAVARRO SUITE 600,SAN ANTONIO,Bexar,100,NIX HEALTH CARE SYSTEM,50.00%,450130,TX,78205,,0.8838,0.8838,1,0,Lowest,0
506 E SAN ANTONIO ST,VICTORIA,Victoria,94,DE TAR HOSPITAL NAVARRO,58.82%,450147,TX,77902,,0.9882,0.9824,1,0,Lowest,0
820 CLARKSVILLE ST,PARIS,Lamar,96,PARIS REGIONAL MEDICAL CENTER,61.54%,450196,TX,75460,84.62,1,0.937,1,0,Lowest,0
1000 PINE STREET,TEXARKANA,Bowie,98,WADLEY REGIONAL MEDICAL CENTER,56.82%,450200,TX,75501,0,0.8009,0.7566,1,0,Lowest,0
713 E ANDERSON ST,WEATHERFORD,Parker,90,WEATHERFORD REGIONAL MEDICAL CENTER,Not Available,450203,TX,76086,,0.9783,0.8804,1,0,Lowest,0
1501 COULTER ROAD,AMARILLO,Potter,97,NORTHWEST TEXAS HOSPITAL,50.14%,450209,TX,79106,,0.9494,0.9485,1,0.01,Lowest,0.05
10141 US 59 NORTH,WHARTON,Wharton,Not Available,GULF COAST MEDICAL CENTER,47.62%,450214,TX,77488,,0.7892,0.7875,1,0,Lowest,0
333 N. SANTA ROSA STREET,SAN ANTONIO,Bexar,92,CHRISTUS SANTA ROSA HOSPITAL,55.00%,450237,TX,78207,,0.9433,0.9433,1,0.03,Lowest,0.07
609 MEDICAL CENTER DRIVE,DECATUR,Wise,72,WISE REGIONAL HEALTH SYSTEM,66.67%,450271,TX,76234,86.84,0.4779,0.4681,1,0,Lowest,0
2525 HOLLY HALL ROAD #144,HOUSTON,Harris,92,HARRIS HEALTH SYSTEM,57.41%,450289,TX,77054,,0.9962,0.9655,1,0.03,Lowest,0.96
5016 S US HIGHWAY 75,DENISON,Grayson,66,TEXOMA MEDICAL CENTER,54.96%,450324,TX,75020,60,0.8575,0.8054,1,0.01,Lowest,0.04
1705 JACKSON ST,RICHMOND,Fort Bend,100,OAKBEND MEDICAL CENTER,56.86%,450330,TX,77469,98.41,0.9936,0.9936,1,0,Lowest,0.02
3080 COLLEGE STREET,BEAUMONT,Jefferson,97,BAPTIST BEAUMONT HOSPITAL,67.68%,450346,TX,77701,,0.6396,0.6306,1,0.03,Lowest,0.18
4215 JOE RAMSEY BLVD,GREENVILLE,Hunt,88,HUNT REGIONAL MEDICAL CENTER,56.49%,450352,TX,75401,83.33,0.9882,0.9497,1,,Lowest,0.01
6565 FANNIN,HOUSTON,Harris,100,THE  METHODIST HOSPITAL,63.27%,450358,TX,77030,,0.6163,0.3285,1,0.04,Lowest,0.19
DIVISION ADDRESS: 8109 FREDERICKSBURG ROAD,SAN ANTONIO,Bexar,89,METHODIST HOSPITAL,51.35%,450388,TX,78229,,0.9712,0.9588,1,0,Lowest,0
600 SOUTH BONHAM STREET,MEXIA,Limestone,Not Available,PARKVIEW REGIONAL HOSPITAL,Not Available,450400,TX,76667,,0.9896,0.9896,1,0,Lowest,0
4500 MEDICAL CENTER DRIVE,MCKINNEY,Collin,97,MEDICAL CENTER OF MCKINNEY,46.11%,450403,TX,75069,98.08,1,1,1,0.02,Lowest,0
4401 GARTH ROAD,BAYTOWN,Harris,97,HOUSTON METHODIST SAN JACINTO HOSPITAL,58.93%,450424,TX,77521,,0.9891,0.3152,1,0,Lowest,0
104 7TH STREET,BAY CITY,Matagorda,78,MATAGORDA REGIONAL MEDICAL CENTER,59.09%,450465,TX,77414,,0.8632,0.8632,1,0.02,Lowest,0
500 N HIGHLAND AVENUE,SHERMAN,Grayson,89,WILSON N JONES REGIONAL MEDICAL CENTER,40.00%,450469,TX,75091,96.15,0.97,0.9528,1,0,Lowest,0
1612 SOUTH HENDERSON BLVD,KILGORE,Gregg,42,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,84.85%,450488,TX,75662,95.65,0.9877,0.9877,1,0,Lowest,0
1204 MOUND ST.,NACOGDOCHES,Nacogdoches,100,MEMORIAL HOSPITAL,Not Available,450508,TX,75961,,,,1,0,Lowest,0
2555 JIMMY JOHNSON BLVD.,PORT ARTHUR,Jefferson,65,THE MEDICAL CENTER OF SOUTHEAST TEXAS,75.00%,450518,TX,77640,,0.855,0.7761,1,0,Lowest,0
401 W CAMPBELL RD,RICHARDSON,Dallas,99,METHODIST RICHARDSON MEDICAL CENTER,54.78%,450537,TX,75080,23.88,0.9958,0.9937,1,0.1,Lowest,0.06
920 HILLCREST DR,VERNON,Wilbarger,88,WILBARGER GENERAL HOSPITAL,Not Available,450584,TX,76384,,1,0.5843,1,0,Lowest,0
1501 BURNET DR,BROWNWOOD,Brown,100,BROWNWOOD REGIONAL MEDICAL CENTER,Not Available,450587,TX,76801,,0.96,0.96,1,0,Lowest,0
1711 W WHEELER AVENUE,ARANSAS PASS,San Patricio,100,CARE REGIONAL MEDICAL CENTER,Not Available,450605,TX,78336,,1,1,1,0,Lowest,0.01
500 MEDICAL CENTER BLVD,WEBSTER,Harris,90,CLEAR LAKE REGIONAL MEDICAL CENTER,76.67%,450617,TX,77598,,0.9964,0.9964,1,0,Lowest,0
1600 HOSPITAL PARKWAY,BEDFORD,Tarrant,98,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,62.60%,450639,TX,76022,,0.4818,0.3132,1,0.04,Lowest,0
12141 RICHMOND AVE,HOUSTON,Harris,85,WEST HOUSTON MEDICAL CENTER,53.19%,450644,TX,77082,92.31,1,1,1,0,Lowest,0
605 HOLDERRIETH,TOMBALL,Harris,24,TOMBALL REGIONAL MEDICAL CENTER,66.00%,450670,TX,77375,,0.9419,0.936,1,0,Lowest,0
11937 US HIGHWAY 271,TYLER,Smith,100,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,62.69%,450690,TX,75708,,0.9861,0.9443,1,0.06,Lowest,0
7400 BARLITE BLVD,SAN ANTONIO,Bexar,100,SOUTHWEST GENERAL HOSPITAL,52.76%,450697,TX,78224,,0.9288,0.7751,1,0.01,Lowest,0.01
2900 S LOOP 256,PALESTINE,Anderson,71,PALESTINE REGIONAL MEDICAL CENTER,46.43%,450747,TX,75801,56.9,0.8787,0.8147,1,0,Lowest,0
"5353 HARRY HINES BLVD, MAIL CODE 9201 ",DALLAS,Dallas,96,U.T. SOUTHWESTERN UNIVERSITY HOSPITAL - ZALE LIPSHY,72.41%,450766,TX,75390,100,0.99,0.99,1,0.01,Lowest,0.01
6200 W PARKER RD,PLANO,Collin,93,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,75.00%,450771,TX,75093,,0.6313,0.3274,1,0.15,Lowest,0.26
7101 S PADRE ISLAND DR,CORPUS CHRISTI,Nueces,Not Available,THE CORPUS CHRISTI MEDICAL CENTER,33.33%,450788,TX,78412,,0.9859,0.9718,1,0,Lowest,0
2500 E. MAIN,ALICE,Jim Wells,97,CHRISTUS SPOHN HOSPITAL ALICE,Not Available,450828,TX,78332,,1,1,1,0,Lowest,0
5501 SOUTH MCCOLL,EDINBURG,Hidalgo,83,DOCTORS HOSPITAL AT RENAISSANCE,26.67%,450869,TX,78539,,0.9223,0.8986,1,0.01,Lowest,0.02
1901 NORTH HWY. 87,BIG SPRING,Howard,82,BIG SPRING STATE HOSPITAL,Not Available,454000,TX,79720,,0.9944,0.8883,1,0.92,Lowest,0.23
1200 E. BRIN ST.  BOX 70,TERRELL,Kaufman,84,TERRELL STATE HOSPITAL,48.84%,454006,TX,75160,,0.9976,0.9854,1,0.06,Lowest,0
6515 LAKE RD.,WICHITA FALLS,Wichita,61,NORTH TEXAS STATE HOSPITAL,50.91%,454008,TX,76308,82.35,0.9936,0.9904,1,1.23,Lowest,0
1601 NORTH DICKINSON DR.,RUSK,Cherokee,77,RUSK STATE HOSP,34.55%,454009,TX,75785,90.91,0.9974,0.9898,1,0.38,Lowest,0.01
6711 S NEW BRAUNFELS AVE,SAN ANTONIO,Bexar,62,SAN ANTONIO STATE HOSP  STATE SCHOOL,37.93%,454011,TX,78223,76.79,0.995,0.8783,1,0.59,Lowest,0
1011 NORTH COOPER STREET,ARLINGTON,Tarrant,51,MILLWOOD HOSPITAL,43.80%,454012,TX,76011,92.31,0.902,0.7474,1,0.01,Lowest,0.06
721 THOMPSON DRIVE,KERRVILLE,Kerr,80,KERRVILLE STATE HOSP,Not Available,454014,TX,78028,,0.8571,,1,0,Lowest,0
1505 8TH ST,WICHITA FALLS,Wichita,52,RED RIVER HOSPITAL,65.44%,454018,TX,76301,,0.9846,0.9358,1,0.04,Lowest,0.06
6500 HORNWOOD,HOUSTON,Harris,65,WEST OAKS HOSPITAL,48.17%,454026,TX,77074,63.01,0.949,0.9179,1,0.05,Lowest,0.09
3501 MILLS AVE,AUSTIN,Travis,94,SETON SHOAL CREEK HOSPITAL,58.62%,454029,TX,78731,,1,0.9727,1,0.21,Lowest,0.08
301 E. DIVISION ST.,GREENVILLE,Hunt,88,GLEN OAKS HOSPITAL,55.35%,454050,TX,75401,,0.9243,0.7977,1,0.03,Lowest,0.15
17720 CORPORATE WOODS DRIVE,SAN ANTONIO,Bexar,87,LAUREL RIDGE TREATMENT CENTER,51.22%,454060,TX,78259,63.41,0.9678,0.9223,1,0.05,Lowest,0.15
1636 HUNTERS GLEN ROAD,SAN ANGELO,Tom Green,100,RIVER CREST HOSP,43.35%,454064,TX,76904,,0.9532,0.9151,1,0.04,Lowest,0.13
2000 N OLD HICKORY TRAIL,DESOTO,Dallas,72,HICKORY TRAIL HOSPITAL,49.01%,454065,TX,75115,84,1,0.9018,1,0.03,Lowest,0.03
1025 EAST 32ND STREET,AUSTIN,Travis,56,AUSTIN LAKES HOSPITAL,53.38%,454069,TX,78705,86.21,0.8863,0.8287,1,0.06,Lowest,0.21
2800 MACGREGOR WAY,HOUSTON,Harris,73,HARRIS COUNTY PSYCHIATRIC CENTER,45.17%,454076,TX,77021,,0.9857,0.9802,1,0.01,Lowest,0.31
1120 CYPRESS STATION DR,HOUSTON,Harris,66,INTRACARE NORTH HOSPITAL,52.47%,454083,TX,77090,31.82,0.8742,0.8494,1,0.08,Lowest,0.25
4110 GUADALUPE,AUSTIN,Travis,73,AUSTIN STATE HOSPITAL,41.43%,454084,TX,78751,100,0.9985,0.94,1,0.62,Lowest,0
1150 DEVEREUX DR,LEAGUE CITY,Galveston,79,DEVEREUX TEXAS TREATMENT NETWORK,Not Available,454085,TX,77573,,0.973,0.7297,1,0.06,Lowest,1.17
1401 RANGERVILLE ROAD,HARLINGEN,Cameron,98,RIO GRANDE STATE CENTER,Not Available,454088,TX,78552,,0.9962,0.8966,1,0.21,Lowest,0.01
1950 ASPEN AVENUE,LUBBOCK,Lubbock,100,SUNRISE CANYON HOSPITAL,57.69%,454093,TX,79408,73.21,0.992,0.885,1,0.04,Lowest,0.08
7808 CLODUS FIELDS DRIVE,DALLAS,Dallas,92,GREEN OAKS HOSPITAL,45.12%,454094,TX,75251,94.64,0.9871,0.9871,1,0.11,Lowest,0.07
4225 WOODS PLACE,ABILENE,Taylor,88,ABILENE BEHAVIORAL HEALTH LLC,51.32%,454098,TX,79602,,0.9832,0.9765,1,0.08,Lowest,0.09
4615 ALAMEDA,EL PASO,El Paso,89,EL PASO PSYCHIATRIC CENTER,50.00%,454100,TX,79905,74.07,0.9867,0.9055,1,0.71,Lowest,0.05
"2601 DIMMITT ROAD, SUITE 400 ",PLAINVIEW,Hale,71,ALLEGIANCE BEHAVIORAL HEALTH CENTER OF PLAINVIEW,Not Available,454101,TX,79072,,0.9392,0.9392,1,0.01,Lowest,0.01
2001 LADBROOK DRIVE,HOUSTON,Not Available,72,KINGWOOD PINES HOSPITAL,51.05%,454103,TX,77339,93.33,0.972,0.9673,1,0.03,Lowest,0.19
2026 WEST UNIVERSITY DRIVE,DENTON,Denton,55,UNIVERSITY BEHAVIORAL HEALTH,71.26%,454104,TX,76201,,0.9547,0.908,1,0.03,Lowest,0.05
22 BERMUDA LANE,LONGVIEW,Gregg,Not Available,BEHAVIORAL HOSPITAL OF LONGVIEW,33.55%,454105,TX,75605,,0.9886,0.9773,1,0,Lowest,0
"5314 DASHWOOD, SUITE 200 ",HOUSTON,Harris,67,BEHAVIORAL HOSPITAL OF BELLAIRE,48.46%,454107,TX,77081,100,0.9953,0.9754,1,0.04,Lowest,0.01
17750 CALI DRIVE,HOUSTON,Harris,71,CYPRESS CREEK HOSPITAL,57.66%,454108,TX,77090,100,0.9939,0.9939,1,0.02,Lowest,0
1900 DENVER AVE,EL PASO,El Paso,67,EL PASO BEHAVIORAL HEALTH SYSTEM,43.14%,454109,TX,79902,,0.9844,0.9778,1,0.15,Lowest,0.02
3300 S FM 1788,MIDLAND,Midland,30,OCEANS BEHAVIORAL  HOSPITAL OF PERMIAN BASIN,34.76%,454110,TX,79706,,0.9769,0.9677,1,0.03,Lowest,0.06
1106  WEST DITTMAR RD,AUSTIN,Travis,67,TEXAS STAR RECOVERY,Not Available,454111,TX,78745,,0.9763,0.9021,1,0,Lowest,0
7000 US HIGHWAY 287,ARLINGTON,Tarrant,32,SUNDANCE HOSPITAL,40.56%,454113,TX,76001,,0.985,0.97,1,0.01,Lowest,0.02
3500 SOUTH IH-35,BELTON,Bell,58,CEDAR CREST HOSPITAL & RTC,57.06%,454114,TX,76513,,0.9945,0.7687,1,0.02,Lowest,0.1
613 CLINIC DR,LONGVIEW,Gregg,68,OCEANS BEHAVIORAL HOSPITAL OF LONGVIEW,51.85%,454117,TX,75605,,0.9786,0.9388,1,0,Lowest,0
16303 GRANT ROAD,CYPRESS,Harris,74,LONE STAR BEHAVIORAL HEALTH CYPRESS,Not Available,454118,TX,77429,55.37,0.9326,0.9326,1,1.35,Lowest,1.35
2225 PARKER ROAD,CARROLLTON,Denton,54,CARROLLTON SPRINGS,69.23%,454119,TX,75010,,0.9402,0.9113,1,0,Lowest,0
1407 WEST STASSNEY LANE,AUSTIN,Travis,72,AUSTIN OAKS HOSPITAL,50.00%,454121,TX,78745,66.67,0.9821,0.9486,1,0.03,Lowest,0.03
6401 DIRECTORS PARKWAY,ABILENE,Taylor,60,OCEANS BEHAVIORAL HOSPITAL OF ABILENE,54.78%,454122,TX,79606,26.79,0.9862,0.8853,1,0.05,Lowest,0.04
302 GOBBLERS KNOB RD,LUFKIN,Angelina,74,OCEANS BEHAVIORAL HOSPITAL OF LUFKIN LLC,55.22%,454123,TX,75904,,0.8671,0.7973,1,0.02,Lowest,0
5560 MESA SPRINGS DRIVE,FORT WORTH,Tarrant,59,MESA SPRINGS,58.56%,454124,TX,76123,,0.9966,0.9215,1,0.02,Lowest,0.01
3550 NORMAND DRIVE,COLLEGE STATION,Brazos,54,ROCK PRAIRIE BEHAVIORAL HEALTH,58.57%,454125,TX,77845,37.14,0.9639,0.8852,1,0.15,Lowest,0.13
800 KIRNWOOD DRIVE,DE SOTO,Dallas,76,DALLAS BEHAVIORAL HEALTHCARE HOSPITAL LLC,39.39%,454126,TX,75115,49.54,0.7295,0.661,1,0.03,Lowest,0.11
700 SE INNER LOOP,GEORGETOWN,Williamson,71,ROCK SPRINGS HOSPITAL,58.90%,454127,TX,78626,,0.9565,0.9506,1,0.07,Lowest,0.04
6200 OVERTON RIDGE BLVD,FORT WORTH,Tarrant,65,OCEANS BEHAVIORAL HOSPITAL OF FORT WORTH,41.67%,454128,TX,76132,,0.9357,0.4859,1,0.01,Lowest,0.07
3101 S AUSTIN AVENUE,GEORGETOWN,Williamson,31,GEORGETOWN BEHAVIORAL HEALTH INSTITUTE,51.02%,454129,TX,78626,,0.2658,0.2181,1,0.06,Lowest,0.01
4301 MAPLESHADE LANE,PLANO,Collin,35,OCEANS BEHAVIORAL HOSPITAL OF PLANO,Not Available,454130,TX,75093,,0.997,0.979,1,0,Lowest,0
6902 S PEEK ROAD,RICHMOND,Fort Bend,29,WESTPARK SPRINGS LLC,67.39%,454131,TX,77407,,0.8841,0.7089,1,0.01,Lowest,0.05
8550 HUEBNER ROAD,SAN ANTONIO,Bexar,64,SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL,54.84%,454132,TX,78240,,0.2957,0.1747,1,0.05,Lowest,0.06
8402 CROSS PARK DRIVE,AUSTIN,Not Available,75,CROSS CREEK HOSPITAL,Not Available,454133,TX,78754,,0.979,0.916,1,1000,Lowest,1000
5680 FRISCO SQUARE BLVD SUITE 3000,FRISCO,Denton,56,HAVEN BEHAVIORAL HOSPITAL OF FRISCO,84.62%,454134,TX,75034,,0.9697,0.7912,1,0.01,Lowest,0
2801 GESSNER ROAD,HOUSTON,Harris,28,HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL LLC,Not Available,454135,TX,77080,,0.2588,0.1704,1,0.52,Lowest,0.29
455 PARK GROVE LANE,KATY,Harris,67,OCEANS BEHAVIORAL HOSPITAL OF KATY,Not Available,454136,TX,77450,73.33,1,0.9724,1,0,Lowest,0
1106 N IH 35,SAN MARCOS,Hays,Not Available,OCEANS BEHAVIORAL HOSPITAL OF SAN MARCOS,Not Available,454137,TX,78666,0,1,1,1,0,Lowest,0
1034 NORTH 500 WEST,PROVO,Utah,99,UTAH VALLEY HOSPITAL,65.38%,460001,UT,84604,,0.9894,0.9754,1,0.03,Lowest,0
1050 EAST SOUTH TEMPLE,SALT LAKE CITY,Salt Lake,98,SALT LAKE REGIONAL MEDICAL CENTER,42.31%,460003,UT,84102,,0.9029,0.8176,1,0.04,Lowest,0
4401 HARRISON BOULEVARD,OGDEN,Weber,99,MCKAY DEE HOSPITAL,51.18%,460004,UT,84403,,0.9825,0.9354,1,0.04,Lowest,0.11
324-8TH AVENUE,SALT LAKE CITY,Salt Lake,99,LDS HOSPITAL,65.33%,460006,UT,84143,,0.9535,0.7829,1,0.01,Lowest,0.01
50 NORTH MEDICAL DRIVE,SALT LAKE CITY,Salt Lake,100,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,44.74%,460009,UT,84132,,0.7024,0.4643,1,0.14,Lowest,1.06
1000 EAST 100 NORTH,PAYSON,Utah,99,MOUNTAIN VIEW HOSPITAL,Not Available,460013,UT,84651,,0.9783,0.9783,1,0,Lowest,0
500 EAST 1400 NORTH,LOGAN,Cache,100,LOGAN REGIONAL HOSPITAL,53.57%,460015,UT,84341,,0.8095,0.8,1,0.02,Lowest,0.14
1380 EAST MEDICAL CENTER DRIVE,ST GEORGE,Washington,96,DIXIE REGIONAL MEDICAL CENTER,69.84%,460021,UT,84790,,0.9724,0.9606,1,0.06,Lowest,0.09
1600 WEST ANTELOPE DRIVE,LAYTON,Davis,100,DAVIS HOSPITAL AND MEDICAL CENTER,61.29%,460041,UT,84041,,0.8706,0.8275,1,0.14,Lowest,0.04
630 EAST MEDICAL DRIVE,BOUNTIFUL,Davis,96,LAKEVIEW HOSPITAL,Not Available,460042,UT,84010,,0.9236,0.9433,1,0,Lowest,0
1200 EAST 3900 SOUTH,SALT LAKE CITY,Salt Lake,88,ST MARKS HOSPITAL,70.45%,460047,UT,84124,61.7,0.9046,0.8969,1,0.04,Lowest,0.12
3580 WEST 9000 SOUTH,WEST JORDAN,Salt Lake,88,JORDAN VALLEY MEDICAL CENTER,45.95%,460051,UT,84088,,0.9489,0.9189,1,0.09,Lowest,0.01
1300 EAST CENTER STREET,PROVO,Utah,84,UTAH STATE HOSPITAL,Not Available,464001,UT,84605,86.89,1,0.9933,1,0.18,Lowest,0.4
